Heurakles;Loss;0;[k];SS13ACS_SEMANTIC;15;60000
Heurakles;Loss;0;[k];SS13ACS_SEMANTIC;15;120000
Heurakles;Loss;0;[k];SS13ACS_SEMANTIC;15;180000
Heurakles;Loss;0;[k];SS13ACS_SEMANTIC;15;240000
Heurakles;Non-monotonic non-uniform entropy;0;[k];SS13ACS_SEMANTIC;15;60000
Heurakles;Non-monotonic non-uniform entropy;0;[k];SS13ACS_SEMANTIC;15;120000
Heurakles;Non-monotonic non-uniform entropy;0;[k];SS13ACS_SEMANTIC;15;180000
Heurakles;Non-monotonic non-uniform entropy;0;[k];SS13ACS_SEMANTIC;15;240000
Heurakles;Non-monotonic discernability;0;[k];SS13ACS_SEMANTIC;15;60000
Heurakles;Non-monotonic discernability;0;[k];SS13ACS_SEMANTIC;15;120000
Heurakles;Non-monotonic discernability;0;[k];SS13ACS_SEMANTIC;15;180000
Heurakles;Non-monotonic discernability;0;[k];SS13ACS_SEMANTIC;15;240000
Heurakles;Loss;1;[k];SS13ACS_SEMANTIC;15;60000
Heurakles;Loss;1;[k];SS13ACS_SEMANTIC;15;120000
Heurakles;Loss;1;[k];SS13ACS_SEMANTIC;15;180000
Heurakles;Loss;1;[k];SS13ACS_SEMANTIC;15;240000
Heurakles;Non-monotonic non-uniform entropy;1;[k];SS13ACS_SEMANTIC;15;60000
Heurakles;Non-monotonic non-uniform entropy;1;[k];SS13ACS_SEMANTIC;15;120000
Heurakles;Non-monotonic non-uniform entropy;1;[k];SS13ACS_SEMANTIC;15;180000
Heurakles;Non-monotonic non-uniform entropy;1;[k];SS13ACS_SEMANTIC;15;240000
Heurakles;Non-monotonic discernability;1;[k];SS13ACS_SEMANTIC;15;60000
Heurakles;Non-monotonic discernability;1;[k];SS13ACS_SEMANTIC;15;120000
Heurakles;Non-monotonic discernability;1;[k];SS13ACS_SEMANTIC;15;180000
Heurakles;Non-monotonic discernability;1;[k];SS13ACS_SEMANTIC;15;240000
