Heurakles;Loss;0;[k];SS13ACS_SEMANTIC;20;30000
Heurakles;Loss;0;[k];SS13ACS_SEMANTIC;20;40000
Heurakles;Loss;0;[k];SS13ACS_SEMANTIC;20;50000
Heurakles;Loss;0;[k];SS13ACS_SEMANTIC;20;60000
Heurakles;Non-monotonic non-uniform entropy;0;[k];SS13ACS_SEMANTIC;20;30000
Heurakles;Non-monotonic non-uniform entropy;0;[k];SS13ACS_SEMANTIC;20;40000
Heurakles;Non-monotonic non-uniform entropy;0;[k];SS13ACS_SEMANTIC;20;50000
Heurakles;Non-monotonic non-uniform entropy;0;[k];SS13ACS_SEMANTIC;20;60000
Heurakles;Non-monotonic discernability;0;[k];SS13ACS_SEMANTIC;20;30000
Heurakles;Non-monotonic discernability;0;[k];SS13ACS_SEMANTIC;20;40000
Heurakles;Non-monotonic discernability;0;[k];SS13ACS_SEMANTIC;20;50000
Heurakles;Non-monotonic discernability;0;[k];SS13ACS_SEMANTIC;20;60000
Heurakles;Loss;1;[k];SS13ACS_SEMANTIC;20;300000
Heurakles;Loss;1;[k];SS13ACS_SEMANTIC;20;400000
Heurakles;Loss;1;[k];SS13ACS_SEMANTIC;20;500000
Heurakles;Loss;1;[k];SS13ACS_SEMANTIC;20;600000
Heurakles;Non-monotonic non-uniform entropy;1;[k];SS13ACS_SEMANTIC;20;300000
Heurakles;Non-monotonic non-uniform entropy;1;[k];SS13ACS_SEMANTIC;20;400000
Heurakles;Non-monotonic non-uniform entropy;1;[k];SS13ACS_SEMANTIC;20;500000
Heurakles;Non-monotonic non-uniform entropy;1;[k];SS13ACS_SEMANTIC;20;600000
Heurakles;Non-monotonic discernability;1;[k];SS13ACS_SEMANTIC;20;300000
Heurakles;Non-monotonic discernability;1;[k];SS13ACS_SEMANTIC;20;400000
Heurakles;Non-monotonic discernability;1;[k];SS13ACS_SEMANTIC;20;500000
Heurakles;Non-monotonic discernability;1;[k];SS13ACS_SEMANTIC;20;600000
