Heurakles;Loss;0;[k];SS13ACS_SEMANTIC;25;30000
Heurakles;Loss;0;[k];SS13ACS_SEMANTIC;25;60000
Heurakles;Loss;0;[k];SS13ACS_SEMANTIC;25;300000
Heurakles;Loss;0;[k];SS13ACS_SEMANTIC;25;450000
Heurakles;Loss;0;[k];SS13ACS_SEMANTIC;25;600000
Heurakles;Non-monotonic non-uniform entropy;0;[k];SS13ACS_SEMANTIC;25;30000
Heurakles;Non-monotonic non-uniform entropy;0;[k];SS13ACS_SEMANTIC;25;60000
Heurakles;Non-monotonic non-uniform entropy;0;[k];SS13ACS_SEMANTIC;25;300000
Heurakles;Non-monotonic non-uniform entropy;0;[k];SS13ACS_SEMANTIC;25;450000
Heurakles;Non-monotonic non-uniform entropy;0;[k];SS13ACS_SEMANTIC;25;600000
Heurakles;Non-monotonic discernability;0;[k];SS13ACS_SEMANTIC;25;30000
Heurakles;Non-monotonic discernability;0;[k];SS13ACS_SEMANTIC;25;60000
Heurakles;Non-monotonic discernability;0;[k];SS13ACS_SEMANTIC;25;300000
Heurakles;Non-monotonic discernability;0;[k];SS13ACS_SEMANTIC;25;450000
Heurakles;Non-monotonic discernability;0;[k];SS13ACS_SEMANTIC;25;600000
Heurakles;Loss;1;[k];SS13ACS_SEMANTIC;25;10000
Heurakles;Loss;1;[k];SS13ACS_SEMANTIC;25;15000
Heurakles;Loss;1;[k];SS13ACS_SEMANTIC;25;20000
Heurakles;Loss;1;[k];SS13ACS_SEMANTIC;25;25000
Heurakles;Loss;1;[k];SS13ACS_SEMANTIC;25;30000
Heurakles;Non-monotonic non-uniform entropy;1;[k];SS13ACS_SEMANTIC;25;10000
Heurakles;Non-monotonic non-uniform entropy;1;[k];SS13ACS_SEMANTIC;25;15000
Heurakles;Non-monotonic non-uniform entropy;1;[k];SS13ACS_SEMANTIC;25;20000
Heurakles;Non-monotonic non-uniform entropy;1;[k];SS13ACS_SEMANTIC;25;25000
Heurakles;Non-monotonic non-uniform entropy;1;[k];SS13ACS_SEMANTIC;25;30000
Heurakles;Non-monotonic discernability;1;[k];SS13ACS_SEMANTIC;25;10000
Heurakles;Non-monotonic discernability;1;[k];SS13ACS_SEMANTIC;25;15000
Heurakles;Non-monotonic discernability;1;[k];SS13ACS_SEMANTIC;25;20000
Heurakles;Non-monotonic discernability;1;[k];SS13ACS_SEMANTIC;25;25000
Heurakles;Non-monotonic discernability;1;[k];SS13ACS_SEMANTIC;25;30000
